Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location
M191709,0 Block Of Pueblo  Street,San Francisco,CA,94134,07/26/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Visitacion Valley,POINT (-122.41707571206487 37.7087983077137)
M191691,0 Block Of Edgardo  Place,San Francisco,CA,94133,07/25/2019,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.40854344761051 37.80308181819162)
M191692,100 Block Of 14th  Street,San Francisco,CA,94103,07/25/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.41724951551784 37.76838355251444)
M191695,0 Block Of Vista Verde  Court,San Francisco,CA,94121,07/25/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,West of Twin Peaks,POINT (-122.44478701266287 37.73500700637882)
M191694,0 Block Of Vista Verde  Court,San Francisco,CA,94121,07/25/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,West of Twin Peaks,POINT (-122.44478701266287 37.73500700637882)
M191690,0 Block Of Edgardo  Place,San Francisco,CA,94133,07/25/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.40854344761051 37.80308181819162)
M191693,3900 Block Of 17th  Street,San Francisco,CA,94114,07/25/2019,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,POINT (-122.43465909233505 37.76246276523212)
M191696,1000 Block Of Folsom  Street,San Francisco,CA,94103,07/25/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,POINT (-122.4066292196091 37.777781667287016)
M191686,1000 Block Of Lincoln  Way,San Francisco,CA,94122,07/24/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Inner Sunset,POINT (-122.46911143583438 37.765704888406034)
M191685,2800 Block Of Van Ness  Avenue,San Francisco,CA,94109,07/23/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42480656282825 37.801775030857705)
M191728,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191726,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191731,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191730,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191732,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191727,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191729,400 Block Of Upper  Terrace,San Francisco,CA,94117,07/22/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,POINT (-122.44520461967394 37.76336565465556)
M191681,300 Block Of Ellis  Street,San Francisco,CA,94102,07/22/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41197189032705 37.78502466058123)
M191683,3500 Block Of San Bruno  Avenue,San Francisco,CA,94134,07/22/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Visitacion Valley,POINT (-122.39998791981384 37.7170202515131)
M191682,2200 Block Of Pine  Street,San Francisco,CA,94115,07/22/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,POINT (-122.43242538124397 37.78816109140878)
M191720,2900 Block Of Diamond  Street,San Francisco,CA,94131,07/19/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,09/16/2024,8,West of Twin Peaks,POINT (-122.43436104779178 37.73305464021607)
M191679,1700 Block Of Quesada  Avenue,San Francisco,CA,94124,07/19/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.39237301437386 37.733733719900854)
M191680,1600 Block Of 40th  Avenue,San Francisco,CA,94122,07/19/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49923745740448 37.75603605662722)
M191633,100 Block Of Ward  Street,San Francisco,CA,94134,07/18/2019,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,10,Portola,POINT (-122.40163420148045 37.71890243716242)
M191626,2000 Block Of Thomas  Avenue,San Francisco,CA,94124,07/18/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.40015445232797 37.735443858408715)
M191632,500 Block Of Leavenworth  Street,San Francisco,CA,94109,07/18/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.414780264357 37.78604244784556)
M191629,200 Block Of Jones  Street,San Francisco,CA,94102,07/18/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41257188243974 37.78345981472158)
M191630,200 Block Of Jones  Street,San Francisco,CA,94102,07/18/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41257188243974 37.78345981472158)
M191631,1000 Block Of Mission  Street,San Francisco,CA,94103,07/18/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,POINT (-122.40987145031423 37.780130374401985)
M191628,100 Block Of Excelsior  Avenue,San Francisco,CA,94112,07/18/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Excelsior,POINT (-122.43249102391937 37.72563239918517)
M191635,1200 Block Of 4th  Avenue,San Francisco,CA,94122,07/18/2019,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Inner Sunset,POINT (-122.46098724867304 37.76568824784968)
M191627,100 Block Of Cambon  Drive,San Francisco,CA,94132,07/18/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47417368490258 37.716673117338274)
M191719,3100 Block Of California  Street,San Francisco,CA,94115,07/17/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,09/07/2024,2,Presidio Heights,POINT (-122.44608657022209 37.78729577208804)
M191622,200 Block Of Lily  Street,San Francisco,CA,94102,07/17/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,POINT (-122.42500772980335 37.77428849232844)
M191623,200 Block Of Lily  Street,San Francisco,CA,94102,07/17/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,POINT (-122.42500772980335 37.77428849232844)
M191621,200 Block Of Lily  Street,San Francisco,CA,94102,07/17/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,POINT (-122.42500772980335 37.77428849232844)
M191620,200 Block Of Lily  Street,San Francisco,CA,94102,07/17/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,POINT (-122.42500772980335 37.77428849232844)
M191724,2700 Block Of 23rd  Street,San Francisco,CA,94110,07/17/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,POINT (-122.40790086855988 37.754534378470325)
M191725,2700 Block Of 23rd  Street,San Francisco,CA,94110,07/17/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,POINT (-122.40790086855988 37.754534378470325)
M191619,4400 Block Of 17th  Street,San Francisco,CA,94114,07/17/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,POINT (-122.44378263036292 37.762026462982874)
M191618,0 Block Of Taylor  Street,San Francisco,CA,94102,07/16/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41068795603735 37.782485206467236)
M191617,3500 Block Of San Bruno  Avenue,San Francisco,CA,94134,07/16/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Visitacion Valley,POINT (-122.39998791981384 37.7170202515131)
M191722,500 Block Of Filbert  Street,San Francisco,CA,94133,07/16/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.4087296178999 37.80139507971752)
M191616,600 Block Of Polk  Street,San Francisco,CA,94102,07/16/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41901915701537 37.782644035437784)
M191721,500 Block Of Filbert  Street,San Francisco,CA,94133,07/16/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.4087296178999 37.80139507971752)
M191723,500 Block Of Filbert  Street,San Francisco,CA,94133,07/16/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.4087296178999 37.80139507971752)
M191605,0 Block Of Higuera  Avenue,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48388985646045 37.718486831555495)
M191597,400 Block Of Jones  Street,San Francisco,CA,94102,07/15/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41289540840519 37.78507859610969)
M191603,400 Block Of Serrano  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48226137805918 37.719137621318374)
M191592,1700 Block Of Kearny  Street,San Francisco,CA,94133,07/15/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.40662936701176 37.80420685002228)
M191599,700 Block Of Gonzalez  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48059457480959 37.71751346803292)
M191604,0 Block Of Chumasero  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47287586110279 37.7133177847632)
M191595,2100 Block Of Stockton  Street,San Francisco,CA,94133,07/15/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.41028557651622 37.80555427333546)
M191602,300 Block Of Arballo  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48296806448134 37.720118807815574)
M191596,1200 Block Of 45th  Avenue,San Francisco,CA,94122,07/15/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.50512297100101 37.76327037543619)
M191594,1700 Block Of Quesada  Avenue,San Francisco,CA,94124,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.39237301437386 37.733733719900854)
M191598,1300 Block Of Utah  Street,San Francisco,CA,94110,07/15/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Mission,POINT (-122.40533837831623 37.752421188414196)
M191601,200 Block Of Vidal  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48466650001843 37.71920189671279)
M191600,100 Block Of Crespi  Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47711636708014 37.71910996221773)
M191593,1700 Block Of Quesada  Avenue,San Francisco,CA,94124,07/15/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.39237301437386 37.733733719900854)
M191590,1200 Block Of Chestnut  Street,San Francisco,CA,94109,07/12/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Russian Hill,POINT (-122.42389859229779 37.80233112682541)
M191591,3000 Block Of Sacramento  Street,San Francisco,CA,94115,07/12/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,POINT (-122.4431297108813 37.788729694861146)
M191589,0 Block Of 6th  Street,San Francisco,CA,94103,07/12/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,POINT (-122.40902604694317 37.78114586094545)
M191588,400 Block Of Valencia  Street,San Francisco,CA,94103,07/12/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.42193507690048 37.766134387859374)
M191587,600 Block Of Mason  Street,San Francisco,CA,94108,07/11/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.41026951929136 37.789492660206214)
M191610,0 Block Of Pearl  Street,San Francisco,CA,94103,07/10/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,09/07/2024,8,Mission,POINT (-122.4238705491714 37.77101926183454)
M191586,1800 Block Of Mission  Street,San Francisco,CA,94103,07/10/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.41983438880575 37.767477874056496)
M191609,2800 Block Of Folsom  Street,San Francisco,CA,94110,07/09/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,09/01/2024,9,Mission,POINT (-122.41407486280637 37.75169997912014)
M191511,200 Block Of Romain  Street,San Francisco,CA,94131,07/05/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/31/2024,8,Twin Peaks,POINT (-122.44219014073089 37.755933164916755)
M191510,200 Block Of Romain  Street,San Francisco,CA,94131,07/05/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/31/2024,8,Twin Peaks,POINT (-122.44219014073089 37.755933164916755)
M191470,2200 Block Of Mission  Street,San Francisco,CA,94110,07/05/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.41935164241879 37.761031443123045)
M191473,3000 Block Of Sacramento  Street,San Francisco,CA,94115,07/05/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,POINT (-122.4431297108813 37.788729694861146)
M191514,1000 Block Of Geneva  Avenue,San Francisco,CA,94112,07/05/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Excelsior,POINT (-122.43827919191831 37.71503411182173)
M191469,2000 Block Of Thomas  Avenue,San Francisco,CA,94124,07/05/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.40015445232797 37.735443858408715)
M191472,300 Block Of Leavenworth  Street,San Francisco,CA,94102,07/05/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41440422050562 37.784181762807066)
M191471,1000 Block Of Guerrero  Street,San Francisco,CA,94110,07/05/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Mission,POINT (-122.42321608804667 37.75436287624382)
M191466,400 Block Of Ashbury  Street,San Francisco,CA,94117,07/03/2019,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,POINT (-122.4472858898313 37.771397529471)
M191509,2800 Block Of Folsom  Street,San Francisco,CA,94110,07/03/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/16/2024,9,Mission,POINT (-122.41407486280637 37.75169997912014)
M191502,100 Block Of Jules  Avenue,San Francisco,CA,94112,07/03/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,POINT (-122.46116896254867 37.72092482435204)
M191465,100 Block Of Ellsworth  Street,San Francisco,CA,94110,07/02/2019,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,9,Bernal Heights,POINT (-122.4144270441899 37.74094607586896)
M191501,100 Block Of Miramar  Avenue,San Francisco,CA,94112,07/02/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,POINT (-122.45824959707173 37.72093360024666)
M191458,1600 Block Of Market  Street,San Francisco,CA,94103,07/01/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Mission,POINT (-122.42218826152258 37.77269482407448)
M191461,0 Block Of Turk  Street,San Francisco,CA,94102,07/01/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.4098537304429 37.783386238072765)
